Date,Open,High,Low,Close,Adj Close,Volume
2019-03-04,30.780001,31.260000,30.070000,30.500000,30.500000,15920400
2019-03-05,30.500000,31.230000,30.389999,31.030001,31.030001,13073500
2019-03-06,30.940001,31.340000,30.590000,30.799999,30.799999,10938600
2019-03-07,30.760000,30.840000,30.010000,30.120001,30.120001,15779900
2019-03-08,29.639999,30.209999,29.410000,30.040001,30.040001,11964300
2019-03-11,30.240000,30.910000,30.240000,30.870001,30.870001,16013200
2019-03-12,31.150000,31.410000,30.889999,31.160000,31.160000,12324300
2019-03-13,31.309999,31.480000,31.040001,31.299999,31.299999,10201300
2019-03-14,31.280001,31.549999,30.940001,31.030001,31.030001,12090600
2019-03-15,31.040001,31.410000,30.709999,31.219999,31.219999,17522700
2019-03-18,31.250000,31.580000,30.840000,31.080000,31.080000,13172600
2019-03-19,31.150000,31.500000,30.879999,31.270000,31.270000,15557400
2019-03-20,31.240000,32.650002,31.160000,32.570000,32.570000,22373800
2019-03-21,32.310001,32.689999,32.029999,32.610001,32.610001,13346900
2019-03-22,32.500000,34.209999,32.340000,33.020000,33.020000,28034700
2019-03-25,32.830002,33.299999,32.279999,32.590000,32.590000,15272300
2019-03-26,32.980000,33.860001,32.919998,33.060001,33.060001,17252300
2019-03-27,32.930000,33.450001,31.950001,32.279999,32.279999,13669400
2019-03-28,32.290001,32.930000,31.730000,32.869999,32.869999,17750600
2019-03-29,33.099998,33.240002,32.470001,32.880001,32.880001,13529300
2019-04-01,33.160000,33.680000,32.700001,33.439999,33.439999,12499700
2019-04-02,33.439999,33.889999,33.230000,33.750000,33.750000,11638000
2019-04-03,34.000000,34.759998,33.810001,34.380001,34.380001,18041000
2019-04-04,34.700001,35.139999,33.900002,34.419998,34.419998,14604100
2019-04-05,34.549999,34.799999,34.369999,34.720001,34.720001,9571700
2019-04-08,34.790001,35.060001,34.509998,34.860001,34.860001,10655000
2019-04-09,34.840000,35.389999,34.810001,35.139999,35.139999,13889700
2019-04-10,35.259998,35.270000,34.509998,34.750000,34.750000,11648800
2019-04-11,34.750000,34.869999,34.410000,34.580002,34.580002,10982700
2019-04-12,34.669998,34.830002,34.110001,34.369999,34.369999,12713800
2019-04-15,34.380001,35.029999,34.340000,34.709999,34.709999,10248400
2019-04-16,34.840000,34.990002,34.230000,34.459999,34.459999,9396300
2019-04-17,34.730000,34.900002,34.200001,34.480000,34.480000,9023000
2019-04-18,34.669998,34.860001,34.320000,34.400002,34.400002,9806100
2019-04-22,34.400002,34.619999,33.820000,34.389999,34.389999,19704300
2019-04-23,36.930000,40.529999,36.910000,39.770000,39.770000,104262500
2019-04-24,39.860001,39.950001,38.799999,39.290001,39.290001,30266900
2019-04-25,39.259998,40.130001,38.189999,38.480000,38.480000,26044800
2019-04-26,38.590000,39.340000,38.180000,38.669998,38.669998,15270500
2019-04-29,38.630001,39.970001,38.630001,39.779999,39.779999,19680000
2019-04-30,39.790001,40.919998,39.650002,39.910000,39.910000,22912000
2019-05-01,40.000000,40.070000,39.259998,39.290001,39.290001,14962600
2019-05-02,39.240002,40.000000,38.840000,39.950001,39.950001,13419100
2019-05-03,40.480000,40.820000,39.959999,40.799999,40.799999,15577100
2019-05-06,39.689999,40.439999,39.450001,40.230000,40.230000,14517400
2019-05-07,39.900002,40.150002,38.119999,38.619999,38.619999,19283100
2019-05-08,38.450001,39.150002,38.330002,38.580002,38.580002,9168400
2019-05-09,38.110001,39.020000,37.820000,38.790001,38.790001,10010700
2019-05-10,38.680000,39.160000,37.860001,38.450001,38.450001,12259000
2019-05-13,37.500000,37.639999,36.369999,36.590000,36.590000,16829700
